10.0 11.0 0.0368 0.0031 0.0023 0.0015
11.0 12.0 0.0217 0.0019 0.0022 0.0009
12.0 13.5 0.0141 0.0011 0.0010 0.0006
13.5 15.0 0.0077 0.0007 0.0006 0.0003
15.0 18.0 0.00368 0.00030 0.00017 0.00015
18.0 30.0 0.00066 0.00005 0.00005 0.00003
